X,Y,AP1,AP2,error,AP1_attack,AP2_attack,error_adv,layers1,layers2
3.0,8.2,-43.0,-40.0,1.1587678713614626,-43.0,-40.79216766357422,0.7549950630592285,6,2
1.0,7.3,-63.0,-39.0,0.04739827499299938,-63.0,-45.33733367919922,5.12446531237332,5,2
1.5,9.1,-46.0,-38.0,1.4707035134057647,-46.0,-40.11244583129883,2.294160733704685,6,2
2.5,1.9,-32.0,-47.0,0.683832893965596,-35.96083450317383,-47.0,2.517802060356409,2,6
3.0,8.2,-43.0,-40.0,1.1587678713614626,-43.0,-40.79216766357422,0.7549950630592285,6,2
0.5,4.6,-43.0,-39.0,2.72452562291703,-43.0,-40.05622100830078,3.260584107053852,3,4
1.5,6.4,-48.0,-50.0,0.6183990505860266,-48.52811050415039,-50.0,0.138513390780088,4,3
1.5,9.1,-46.0,-38.0,1.4707035134057647,-46.0,-40.11244583129883,2.294160733704685,6,2
3.0,9.1,-43.0,-40.0,1.9275811249865593,-43.0,-40.79216766357422,1.5566601367049313,6,2
3.5,4.6,-82.0,-42.0,0.899877700458716,-82.0,-52.562225341796875,0.2649504668087207,4,4
4.75,7.3,-45.0,-47.0,2.536879260938081,-45.52811050415039,-47.0,2.782486407105733,6,4
0.5,7.3,-43.0,-37.0,1.6980681250329275,-43.0,-38.58433532714844,1.4146961748126314,5,2
4.75,8.2,-48.0,-46.0,2.4709025598788323,-48.0,-46.52811050415039,2.3348009202080493,6,3
-0.8,6.4,-40.0,-41.0,1.9829112868946939,-40.26405715942383,-41.0,1.9896756205537574,4,2
4.0,2.8,-45.0,-46.0,1.9877600853083337,-45.26405715942383,-46.0,1.8483992250885004,3,6
2.5,2.8,-32.0,-47.0,0.9919455166849758,-35.96083450317383,-47.0,2.476701291047478,3,5
4.0,2.8,-45.0,-46.0,1.9877600853083337,-45.26405715942383,-46.0,1.8483992250885004,3,6
2.0,2.8,-28.0,-48.0,0.3872872846753158,-33.28111267089844,-48.0,0.7254403136106653,2,5
2.5,2.8,-32.0,-47.0,0.9919455166849758,-35.96083450317383,-47.0,2.476701291047478,3,5
3.5,7.3,-50.0,-39.0,0.8748421871721893,-50.0,-41.90461349487305,1.41414235777218,5,3
4.75,8.2,-48.0,-46.0,2.4709025598788323,-48.0,-46.52811050415039,2.3348009202080493,6,3
2.0,3.7,-49.0,-55.0,0.6079663816502449,-50.58433532714844,-55.0,0.12893314217562138,3,4
2.0,2.8,-42.0,-55.0,1.3630259124453612,-45.43272399902344,-55.0,2.3933574437456873,2,5
4.0,9.1,-42.0,-48.0,0.859583702952479,-43.58433532714844,-48.0,2.3587558860298334,7,3
4.75,6.4,-44.0,-47.0,1.5036049322340677,-44.79216766357422,-47.0,1.8139328102583114,5,4
-0.8,2.8,-38.0,-48.0,0.6584659572448268,-40.64055633544922,-48.0,5.337566757213132,2,5
4.0,1.9,-50.0,-41.0,3.6430941740627127,-50.0,-43.37649917602539,4.578061096743974,3,6
3.5,9.1,-45.0,-40.0,0.9186576710092256,-45.0,-41.32027816772461,1.5827615049390311,6,2
1.0,3.7,-51.0,-45.0,0.7258756533985959,-51.0,-46.58433532714844,0.8322732532740272,3,4
4.75,6.4,-44.0,-47.0,1.5036049322340677,-44.79216766357422,-47.0,1.8139328102583114,5,4
2.0,6.4,-43.0,-45.0,1.5448110500021803,-43.52811050415039,-45.0,1.6895688800533288,4,3
4.75,4.6,-46.0,-52.0,2.124943760113418,-47.58433532714844,-52.0,1.2792473390943302,4,5
3.0,9.1,-43.0,-40.0,1.9275811249865593,-43.0,-40.79216766357422,1.5566601367049313,6,2
2.5,8.2,-49.0,-43.0,1.81158076476297,-49.0,-44.58433532714844,1.9893084868427473,6,2
3.5,7.3,-50.0,-39.0,0.8748421871721893,-50.0,-41.90461349487305,1.41414235777218,5,3
4.0,4.6,-48.0,-44.0,1.0132566634573803,-48.0,-45.05622100830078,1.0276433789184356,4,5
1.0,3.7,-51.0,-45.0,0.7258756533985959,-51.0,-46.58433532714844,0.8322732532740272,3,4
3.5,4.6,-82.0,-42.0,0.899877700458716,-82.0,-52.562225341796875,0.2649504668087207,4,4
0.5,3.7,-40.0,-49.0,2.144239303860383,-42.37649917602539,-49.0,5.749384903762859,3,4
3.5,2.8,-43.0,-44.0,2.0115752804850864,-43.26405715942383,-44.0,1.9979627353116602,3,5
3.0,9.1,-43.0,-40.0,1.9275811249865593,-43.0,-40.79216766357422,1.5566601367049313,6,2
-0.8,8.2,-41.0,-27.0,1.1793247397598292,-41.0,-30.696779251098633,1.5761074601430123,6,2
2.5,3.7,-41.0,-55.0,1.375378102539448,-44.69677734375,-55.0,1.439123848887234,3,5
2.0,6.4,-43.0,-45.0,1.5448110500021803,-43.52811050415039,-45.0,1.6895688800533288,4,3
4.0,2.8,-45.0,-46.0,1.9877600853083337,-45.26405715942383,-46.0,1.8483992250885004,3,6
3.0,6.4,-43.0,-57.0,1.6711510670992735,-46.69677734375,-57.0,0.05960811467178887,5,3
2.5,7.3,-49.0,-43.0,0.9900947691467266,-49.0,-44.58433532714844,1.2931170238747185,5,3
1.5,8.2,-47.0,-37.0,1.3844123727876283,-47.0,-39.64055633544922,2.1474157328839083,6,2
4.75,6.4,-44.0,-47.0,1.5036049322340677,-44.79216766357422,-47.0,1.8139328102583114,5,4
-0.8,4.6,-37.0,-28.0,0.5689261670274434,-37.0,-30.53360939025879,0.0975786414896892,3,4
2.5,2.8,-32.0,-47.0,0.9919455166849758,-35.96083450317383,-47.0,2.476701291047478,3,5
4.0,7.3,-48.0,-37.0,1.1864213646275044,-48.0,-39.90461349487305,1.4126167454256298,6,3
0.5,3.7,-45.0,-46.0,2.941343519999023,-45.26405715942383,-46.0,2.8760489457498797,3,4
3.0,6.4,-43.0,-57.0,1.6711510670992735,-46.69677734375,-57.0,0.05960811467178887,5,3
2.0,9.1,-48.0,-37.0,1.626459357129153,-48.0,-39.90461349487305,3.1941724489077252,6,2
1.5,3.7,-38.0,-40.0,0.8090576714960369,-38.52811050415039,-40.0,1.0870067863767008,3,4
1.0,3.7,-51.0,-45.0,0.7258756533985959,-51.0,-46.58433532714844,0.8322732532740272,3,4
0.5,1.9,-41.0,-43.0,1.6739643152405503,-41.52811050415039,-43.0,2.3657109130019873,1,5
0.5,1.9,-41.0,-43.0,1.6739643152405503,-41.52811050415039,-43.0,2.3657109130019873,1,5
3.5,6.4,-50.0,-39.0,0.23355790979653313,-50.0,-41.90461349487305,0.6198879342136425,5,3
-0.8,7.3,-41.0,-27.0,1.733044596047181,-41.0,-30.696779251098633,1.2660952724472367,5,2
-0.8,3.7,-38.0,-48.0,0.549000762758723,-40.64055633544922,-48.0,4.683155098909825,3,4
3.5,4.6,-82.0,-42.0,0.899877700458716,-82.0,-52.562225341796875,0.2649504668087207,4,4
3.5,7.3,-50.0,-39.0,0.8748421871721893,-50.0,-41.90461349487305,1.41414235777218,5,3
3.5,3.7,-82.0,-42.0,0.00015095388491215495,-82.0,-52.562225341796875,0.97520879993148,3,5
2.5,3.7,-41.0,-55.0,1.375378102539448,-44.69677734375,-55.0,1.439123848887234,3,5
-0.8,1.9,-36.0,-44.0,0.34013993064216336,-38.11244583129883,-44.0,1.1411764597667662,2,5
3.5,7.3,-50.0,-39.0,0.8748421871721893,-50.0,-41.90461349487305,1.41414235777218,5,3
2.0,7.3,-50.0,-38.0,1.0586303757380147,-50.0,-41.16866683959961,2.22630040993299,5,2
2.0,9.1,-48.0,-37.0,1.626459357129153,-48.0,-39.90461349487305,3.1941724489077252,6,2
3.5,2.8,-43.0,-44.0,2.0115752804850864,-43.26405715942383,-44.0,1.9979627353116602,3,5
2.5,8.2,-49.0,-43.0,1.81158076476297,-49.0,-44.58433532714844,1.9893084868427473,6,2
2.0,9.1,-48.0,-37.0,1.626459357129153,-48.0,-39.90461349487305,3.1941724489077252,6,2
1.5,1.9,-33.0,-45.0,0.1546744205154396,-36.16866683959961,-45.0,1.9836079876860886,2,6
0.5,2.8,-40.0,-42.0,1.2012684181029778,-40.52811050415039,-42.0,1.3283290112398916,2,5
3.0,3.7,-47.0,-43.0,1.094590932018129,-47.0,-44.05622100830078,0.6358111717194281,3,5
1.0,4.6,-51.0,-45.0,0.5048336603939856,-51.0,-46.58433532714844,0.4653626386018601,3,4
4.0,1.9,-50.0,-41.0,3.6430941740627127,-50.0,-43.37649917602539,4.578061096743974,3,6
-0.8,2.8,-38.0,-48.0,0.6584659572448268,-40.64055633544922,-48.0,5.337566757213132,2,5
4.0,8.2,-42.0,-48.0,0.20328991622043044,-43.58433532714844,-48.0,1.4679765120166572,6,3
2.0,2.8,-42.0,-55.0,1.3630259124453612,-45.43272399902344,-55.0,2.3933574437456873,2,5
0.5,8.2,-44.0,-27.0,0.6208150123385032,-44.0,-31.48894500732422,0.9240584815417581,5,2
-0.8,2.8,-38.0,-48.0,0.6584659572448268,-40.64055633544922,-48.0,5.337566757213132,2,5
4.75,6.4,-44.0,-47.0,1.5036049322340677,-44.79216766357422,-47.0,1.8139328102583114,5,4
2.0,8.2,-48.0,-36.0,0.7716622842375721,-48.0,-39.16866683959961,1.7917504390441283,6,2
1.5,1.9,-33.0,-45.0,0.1546744205154396,-36.16866683959961,-45.0,1.9836079876860886,2,6
2.5,8.2,-49.0,-43.0,1.81158076476297,-49.0,-44.58433532714844,1.9893084868427473,6,2
1.5,2.8,-37.0,-40.0,1.1214745611975963,-37.79216766357422,-40.0,1.459263784961463,2,5
0.5,3.7,-45.0,-46.0,2.941343519999023,-45.26405715942383,-46.0,2.8760489457498797,3,4
4.0,4.6,-48.0,-44.0,1.0132566634573803,-48.0,-45.05622100830078,1.0276433789184356,4,5
-0.8,7.3,-41.0,-27.0,1.733044596047181,-41.0,-30.696779251098633,1.2660952724472367,5,2
3.0,4.6,-47.0,-43.0,0.2158233875264382,-47.0,-44.05622100830078,0.2725364625881167,4,4
4.75,8.2,-48.0,-46.0,2.4709025598788323,-48.0,-46.52811050415039,2.3348009202080493,6,3
4.0,2.8,-45.0,-46.0,1.9877600853083337,-45.26405715942383,-46.0,1.8483992250885004,3,6
4.0,6.4,-48.0,-44.0,1.3565193882308548,-48.0,-45.05622100830078,0.9048678140418354,5,4
2.0,8.2,-48.0,-37.0,1.0086053037233653,-48.0,-39.90461349487305,2.383629195740998,6,2
4.75,8.2,-48.0,-46.0,2.4709025598788323,-48.0,-46.52811050415039,2.3348009202080493,6,3
3.0,4.6,-47.0,-43.0,0.2158233875264382,-47.0,-44.05622100830078,0.2725364625881167,4,4
2.5,8.2,-49.0,-43.0,1.81158076476297,-49.0,-44.58433532714844,1.9893084868427473,6,2
2.0,6.4,-43.0,-45.0,1.5448110500021803,-43.52811050415039,-45.0,1.6895688800533288,4,3
3.0,2.8,-46.0,-46.0,1.2529242328594983,-46.0,-46.0,1.2529242328594983,3,5
1.0,6.4,-63.0,-39.0,0.857803551883611,-63.0,-45.33733367919922,4.547494475095946,4,3
-0.8,1.9,-36.0,-44.0,0.34013993064216336,-38.11244583129883,-44.0,1.1411764597667662,2,5
3.5,2.8,-43.0,-44.0,2.0115752804850864,-43.26405715942383,-44.0,1.9979627353116602,3,5
3.0,7.3,-43.0,-57.0,2.5546113795912615,-46.69677734375,-57.0,0.9096385627886903,5,3
2.5,2.8,-32.0,-47.0,0.9919455166849758,-35.96083450317383,-47.0,2.476701291047478,3,5
4.75,9.1,-50.0,-43.0,3.3747883891763415,-50.0,-44.848388671875,4.012799966028022,7,3
2.5,6.4,-47.0,-43.0,1.6585074390366634,-47.0,-44.05622100830078,2.1402153388339267,5,3
4.75,3.7,-65.0,-48.0,0.0063495661859191725,-65.0,-52.48894500732422,0.0004292483574609963,4,5
4.75,8.2,-48.0,-46.0,2.4709025598788323,-48.0,-46.52811050415039,2.3348009202080493,6,3
1.5,6.4,-48.0,-50.0,0.6183990505860266,-48.52811050415039,-50.0,0.138513390780088,4,3
-0.8,3.7,-37.0,-28.0,1.4670640543319986,-37.0,-30.376501083374023,0.9699911857955301,3,4
4.75,7.3,-45.0,-47.0,2.536879260938081,-45.52811050415039,-47.0,2.782486407105733,6,4
-0.8,3.7,-38.0,-48.0,0.549000762758723,-40.64055633544922,-48.0,4.683155098909825,3,4
4.75,2.8,-45.0,-50.0,0.22715773386553872,-46.32027816772461,-50.0,0.23883931143963447,4,6
3.0,9.1,-43.0,-40.0,1.9275811249865593,-43.0,-40.79216766357422,1.5566601367049313,6,2
1.5,4.6,-41.0,-40.0,1.3961556046346193,-41.0,-40.26405715942383,1.3991959227729496,3,4
2.0,8.2,-48.0,-36.0,0.7716622842375721,-48.0,-39.16866683959961,1.7917504390441283,6,2
2.0,1.9,-27.0,-49.0,0.7894224888293957,-32.80922317504883,-49.0,0.29033770674065057,2,6
2.0,8.2,-48.0,-36.0,0.7716622842375721,-48.0,-39.16866683959961,1.7917504390441283,6,2
3.0,2.8,-46.0,-46.0,1.2529242328594983,-46.0,-46.0,1.2529242328594983,3,5
-0.8,1.9,-36.0,-44.0,0.34013993064216336,-38.11244583129883,-44.0,1.1411764597667662,2,5
4.75,3.7,-65.0,-48.0,0.0063495661859191725,-65.0,-52.48894500732422,0.0004292483574609963,4,5
2.0,3.7,-49.0,-55.0,0.6079663816502449,-50.58433532714844,-55.0,0.12893314217562138,3,4
3.5,4.6,-82.0,-42.0,0.899877700458716,-82.0,-52.562225341796875,0.2649504668087207,4,4
3.0,9.1,-43.0,-40.0,1.9275811249865593,-43.0,-40.79216766357422,1.5566601367049313,6,2
4.75,7.3,-45.0,-47.0,2.536879260938081,-45.52811050415039,-47.0,2.782486407105733,6,4
2.5,3.7,-41.0,-55.0,1.375378102539448,-44.69677734375,-55.0,1.439123848887234,3,5
3.0,4.6,-47.0,-43.0,0.2158233875264382,-47.0,-44.05622100830078,0.2725364625881167,4,4
3.0,6.4,-43.0,-57.0,1.6711510670992735,-46.69677734375,-57.0,0.05960811467178887,5,3
-0.8,1.9,-36.0,-44.0,0.34013993064216336,-38.11244583129883,-44.0,1.1411764597667662,2,5
2.5,1.9,-32.0,-47.0,0.683832893965596,-35.96083450317383,-47.0,2.517802060356409,2,6
1.0,4.6,-49.0,-42.0,2.6841533725951146,-49.0,-43.848388671875,2.8772854697263766,3,4
3.0,6.4,-43.0,-57.0,1.6711510670992735,-46.69677734375,-57.0,0.05960811467178887,5,3
3.5,7.3,-50.0,-39.0,0.8748421871721893,-50.0,-41.90461349487305,1.41414235777218,5,3
3.5,2.8,-43.0,-44.0,2.0115752804850864,-43.26405715942383,-44.0,1.9979627353116602,3,5
1.0,4.6,-45.0,-34.0,2.7998732423995496,-45.0,-36.90461349487305,3.2922238325135447,3,4
0.5,7.3,-43.0,-37.0,1.6980681250329275,-43.0,-38.58433532714844,1.4146961748126314,5,2
3.0,8.2,-43.0,-40.0,1.1587678713614626,-43.0,-40.79216766357422,0.7549950630592285,6,2
3.0,4.6,-47.0,-43.0,0.2158233875264382,-47.0,-44.05622100830078,0.2725364625881167,4,4
-0.8,8.2,-41.0,-27.0,1.1793247397598292,-41.0,-30.696779251098633,1.5761074601430123,6,2
-0.8,9.1,-50.0,-22.0,0.5961772278514913,-50.0,-29.393556594848633,2.6171874770444314,6,1
4.0,8.2,-42.0,-48.0,0.20328991622043044,-43.58433532714844,-48.0,1.4679765120166572,6,3
2.5,8.2,-49.0,-43.0,1.81158076476297,-49.0,-44.58433532714844,1.9893084868427473,6,2
4.0,2.8,-45.0,-46.0,1.9877600853083337,-45.26405715942383,-46.0,1.8483992250885004,3,6
2.0,3.7,-49.0,-55.0,0.6079663816502449,-50.58433532714844,-55.0,0.12893314217562138,3,4
1.5,7.3,-45.0,-47.0,2.699182648633563,-45.52811050415039,-47.0,2.905403285683521,5,4
2.5,4.6,-47.0,-43.0,0.4401659607986634,-47.0,-44.05622100830078,0.616831534429291,4,4
4.0,6.4,-46.0,-38.0,2.210813081903602,-46.0,-40.11244583129883,1.3909383582814523,5,4
3.0,2.8,-46.0,-46.0,1.2529242328594983,-46.0,-46.0,1.2529242328594983,3,5
3.0,1.9,-46.0,-46.0,2.1449902396780676,-46.0,-46.0,2.1449902396780676,3,6
0.5,6.4,-43.0,-39.0,1.5155145462307331,-43.0,-40.05622100830078,1.9912312479093488,4,2
-0.8,6.4,-40.0,-41.0,1.9829112868946939,-40.26405715942383,-41.0,1.9896756205537574,4,2
4.75,2.8,-45.0,-50.0,0.22715773386553872,-46.32027816772461,-50.0,0.23883931143963447,4,6
1.5,3.7,-38.0,-40.0,0.8090576714960369,-38.52811050415039,-40.0,1.0870067863767008,3,4
0.5,1.9,-41.0,-43.0,1.6739643152405503,-41.52811050415039,-43.0,2.3657109130019873,1,5
3.5,3.7,-82.0,-42.0,0.00015095388491215495,-82.0,-52.562225341796875,0.97520879993148,3,5
4.0,1.9,-50.0,-41.0,3.6430941740627127,-50.0,-43.37649917602539,4.578061096743974,3,6
-0.8,8.2,-46.0,-23.0,1.2070155714484514,-46.0,-29.073278427124023,1.643598923419827,6,2
0.5,2.8,-41.0,-43.0,0.9061634582469125,-41.52811050415039,-43.0,1.654975784960599,2,5
3.5,8.2,-45.0,-40.0,0.34502845349673855,-45.0,-41.32027816772461,0.7501054363561012,6,3
4.75,1.9,-45.0,-50.0,1.0022461892650347,-46.32027816772461,-50.0,0.8489247093304361,3,6
